fact_id,source_id,publisher,doc_type,species,substance,scientific_name,toxic_part,threshold_type,dose,unit,max_value,basis,life_stage,feeding_level,triage_level,effect,signs,onset,escalation_conditions,quote,locator,accessed_at,citation,extracted_by,note
F-008-058,S-008,ASPCA,toxicity_plant,cat,남천,Nandina domestica,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Cats) — Heavenly Bamboo 항목 (스냅샷 199행),2026-07-31,,ohb,원문 과명 Berberidaceae. 같은 학명이 Nandina(289행)·Sacred Bamboo(358행)로 두 번 더 실려 있다.
F-008-059,S-008,ASPCA,toxicity_plant,cat,마취목(피어리스),Pieris japonica,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Cats) — Andromeda Japonica 항목 (스냅샷 31행),2026-07-31,,ohb,"원문 과명 Ericaceae. 같은 학명이 'Lily-of-the-Valley Bush'(스냅샷 253행)·'Pieris'(321행)로 두 번 더 실려 있다. ★ 253행의 이름 때문에 은방울꽃(Convallaria majalis, F-008-009)과 혼동되기 쉬우나 **과가 전혀 다른 별개 식물**이다."
F-008-060,S-008,ASPCA,toxicity_plant,cat,나팔꽃,Ipomoea spp,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Cats) — Morning Glory 항목 (스냅샷 280행),2026-07-31,,ohb,원문 과명 Convolvulaceae.
F-019-001,S-019,ASPCA,toxicity_plant,dog,소철(사고팜),"Cycas revoluta, zamia species",,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Sago Palm 항목 (스냅샷 691행),2026-07-31,,ohb,"★ 이 자료 전체에 대한 메모(대표 행에 남긴다). ① 원문 목록이 '이름 (이명) | 학명 | 과명' 세 칸뿐이라 독성 성분·증상·용량·발현 시각 기술이 전혀 없다 — 이 자료의 60행 전부에서 effect·signs·dose·onset 이 빈 것은 원문에 없기 때문이며 채워 넣으면 그대로 환각이 된다. ② 원문에 행동 지시(수의사 연락·내원 등)가 없으므로 triage_level 을 전 행 비웠다. ③ 급여 가부를 말하는 자료가 아니므로 feeding_level 도 전 행 비웠다. ④ 스냅샷이 'Showy Daisy'(스냅샷 707행)에서 잘려 S~Z 구간과 Non-Toxic 목록이 통째로 빠져 있다(배정표 품질 '부분') — Tulip(튤립)·Yucca(유카)·Wandering Jew 등 S~Z 표제어는 원문에 없어 넣지 않았다. 산세베리아만은 'Mother-in-Law's Tongue'(547행) 이명에 Snake Plant 가 들어 있어 잡혔다(F-019-021). ⑤ 배정표 accessed_at(2026-07-31)과 스냅샷 frontmatter(2026-07-30)가 불일치 — 지침대로 배정표 값 사용. ★ 소철(이 행): 개 급성 간부전의 대표 사례로 알려져 있으나 이 ASPCA 목록은 다른 항목과 똑같이 'Toxic to Dogs' 로만 등재하고 간부전도 독성 성분(cycasin)도 언급하지 않는다 — effect 를 비웠다. 원문에 Cycads(215행)·Cardboard Cycad(145행)·Cardboard Palm(147행)·Coontie Palm(197행)·Fern Palm(285행)이 더 있으나 대표 1행으로 묶었다(D-34). ★ 진성 백합(Lilium 속)과 원추리(Hemerocallis 속)는 이 개 목록에 **한 항목도 등재돼 있지 않다** — 고양이 목록 S-008 에는 7종이 있다(F-008-001~007). 절단 구간(S~Z) 문제가 아니라 L 구간이 온전한데도 없는 것이므로 ASPCA 가 개 목록에서 제외한 것으로 보이나 원문이 그 이유를 밝히지 않는다 — 없는 종을 채우지 않았다. F-019-007~013 은 이름에 Lily 가 들어가지만 진성 백합이 아닌 항목이며, 각 행 note 에 고양이와 위험도가 다르다는 점을 적었다. ★ 60행 밖으로 밀린 것(S-008 과 같은 기준): Adenium obesum(Impala Lily 401행·Kudu Lily 445행·Desert Rose 229행·Desert Azalea 227행·Mock Azalea 531행·Sabi Star 685행), Cordyline australis(Palm Lily 587행·Grass Palm 355행·Giant Dracaena 329행), Cordyline terminalis(Baby Doll Ti Plant 65행), Scindapsus pictus(Satin Pothos 693행), Pelargonium species(Geranium 325행), Lantana camara(455행), Buxus spp.(111행), Philodendron bipennifolium 계열(291·387·589·659·661·689행), Philodendron selloum(449행). 팀장 판단으로 추가할 것. ★ 원문 자체의 오식으로 보이는 것: 'Hawaiian Ti'(369행)는 학명 칸에 학명이 아니라 통용명 'Giant Dracaena' 가 들어가 있다. 고치지 않았고 행도 만들지 않았다."
F-019-002,S-019,ASPCA,toxicity_plant,dog,마카다미아,Macadamia integrifolia,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Macadamia Nut 항목 (스냅샷 491행),2026-07-31,,ohb,★ 개에서 특히 문제되는 항목. 원문 과명 Proteaceae. 같은 학명이 Australian Nut(59행)·Queensland Nut(651행)로 두 번 더 실려 있어 한 행으로 묶었다. 개 마카다미아 중독의 후지 무력·고열 기술은 이 목록에 없다 — 원문은 'Toxic to Dogs' 표기뿐이라 effect·signs 를 비웠다.
F-019-003,S-019,ASPCA,toxicity_plant,dog,양파,Allium cepa,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Onion 항목 (스냅샷 573행),2026-07-31,,ohb,★ 개에서 특히 문제되는 항목. 원문 과명 Liliaceae(ASPCA 표기 그대로. 현행 분류는 Amaryllidaceae) — 고치지 않았다. 식품이지만 이 자료가 식물 목록이므로 doc_type 은 toxicity_plant 로 두었다 — 용혈성 빈혈 기술과 용량은 이 목록에 없고 식품 쪽 자료에서 와야 한다.
F-019-004,S-019,ASPCA,toxicity_plant,dog,마늘,Allium sativum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Garlic 항목 (스냅샷 323행),2026-07-31,,ohb,"★ 개에서 특히 문제되는 항목. 원문 과명 Liliaceae(ASPCA 표기 그대로) — 고치지 않았다. 원문에 같은 속인 Chives(Allium schoenoprasum, 171행, 과명 Amaryllidaceae)·Leek(Allium ampeloprasum, 465행, 과명 Liliaceae)가 따로 있는데 **같은 속인데 과명 표기가 원문 안에서 갈린다** — 원문 그대로 두었다. 양파(F-019-003)와 함께 볼 것."
F-019-005,S-019,ASPCA,toxicity_plant,dog,대마(마리화나),Cannabis sativa,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Marijuana 항목 (스냅샷 505행),2026-07-31,,ohb,"★ 개에서 특히 문제되는 항목. 원문 과명 Cannabaceae. 같은 학명이 Hashish(367행)·Indian Hemp (Cannabis sativa)(411행)로 두 번 더 실려 있어 한 행으로 묶었다. 원문에 'Indian Hemp'라는 이름이 전혀 다른 식물(Apocynum androsaemifolium, 409행)에도 쓰이고 있어 이름만으로 검색하면 섞인다."
F-019-006,S-019,ASPCA,toxicity_plant,dog,홉,Humulus lupulus,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Hops 항목 (스냅샷 383행),2026-07-31,,ohb,★ 개에서 특히 문제되는 항목(수제맥주 원료·악성 고열 사례로 알려져 있다). 원문 과명이 'Cannabidaceae'로 적혀 있다 — 통상 표기 Cannabaceae 의 오식으로 보이나 고치지 않았다. 같은 목록의 Cannabis sativa(505행)는 'Cannabaceae'로 적혀 있어 **원문 안에서 표기가 어긋난다**. 고열·헐떡임 기술은 이 목록에 없다.
F-019-007,S-019,ASPCA,toxicity_plant,dog,스파티필럼(피스 릴리),Spathiphyllum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Peace Lily 항목 (스냅샷 599행),2026-07-31,,ohb,"이름은 Lily 지만 **진성 백합이 아니다** — 원문 과명이 Araceae(천남성과)다. 같은 학명이 'Mauna Loa Peace Lily'(509행)로 한 번 더 실려 있어 한 행으로 묶었다. 원문 학명 칸이 속명 'Spathiphyllum' 한 단어뿐이라 그대로 옮겼다. ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-008,S-019,ASPCA,toxicity_plant,dog,은방울꽃,Convallaria majalis,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Lily of the Valley 항목 (스냅샷 477행),2026-07-31,,ohb,"이름에 Lily 가 들어가지만 **진성 백합이 아니다** — 원문 과명이 Asparagaceae 다. 원문에 'Lily-of-the-Valley Bush'(479행)라는 별개 항목이 있으나 그것은 Pieris japonica(진달래과)로 전혀 다른 식물이다 — F-019-059 참조. ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-009,S-019,ASPCA,toxicity_plant,dog,칼라(카라·칼라 릴리),Zantedeschia aethiopica,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Arum Lily 항목 (스냅샷 53행),2026-07-31,,ohb,"이름은 Lily 지만 **진성 백합이 아니다** — 원문 과명이 Araceae 다. 같은 학명이 Calla Lily(139행)·Florist's Calla(307행)·Garden Calla(315행)·Pig Lily(617행)로 네 번 더 실려 있어 한 행으로 묶었다(대표 표제어는 알파벳 순 첫 항목인 Arum Lily). ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-010,S-019,ASPCA,toxicity_plant,dog,글로리오사(화염백합),Gloriosa superba,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Gloriosa Lily 항목 (스냅샷 339행),2026-07-31,,ohb,"이름은 Lily 고 원문 과명도 Liliaceae 로 적혀 있지만 **Lilium 속이 아니다**(현행 분류는 Colchicaceae). 콜키쿰(F-019-056)과 같은 계열로 보는 것이 일반적이나 원문에 그런 기술이 없어 과명은 원문 그대로 두었다 — 팀장 확인. 같은 학명이 'Climbing Lily'(183행)로 한 번 더 실려 있어 한 행으로 묶었다. ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-011,S-019,ASPCA,toxicity_plant,dog,군자란(클리비아),Clivia spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Clivia Lily 항목 (스냅샷 187행),2026-07-31,,ohb,"이름은 Lily 지만 **진성 백합이 아니다** — 원문 과명이 Amaryllidaceae(수선화과)다. 원문에 'Kaffir Lily | Clivia minata'(437행)가 따로 실려 있다(원문 철자 minata, 정식은 miniata 로 보이나 고치지 않았다 — S-008 F-008-012 와 같은 오식). ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-012,S-019,ASPCA,toxicity_plant,dog,아마릴리스(히페아스트룸),Hippeastrum spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Barbados Lily 항목 (스냅샷 69행),2026-07-31,,ohb,"이름은 Lily 지만 **진성 백합이 아니다** — 원문 과명이 Amaryllidaceae 다. 국내에서 '아마릴리스'로 유통되는 화분 구근이 대부분 이 속이며, 원문에는 별도로 'Amaryllis | Amaryllis spp.'(29행) 항목이 또 있다(F-019-038) — 두 항목은 학명이 다르므로 행을 나눴다. 같은 학명이 Fire Lily(297행)·Lily of the Palace(475행)·Ridderstjerne(673행)로 세 번 더 실려 있다. ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-013,S-019,ASPCA,toxicity_plant,dog,비비추(호스타),Hosta plantaginea,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Plantain Lily 항목 (스냅샷 625행),2026-07-31,,ohb,"이름은 Lily 지만 진성 백합이 아니다. 원문 과명은 Liliaceae 로 적혀 있다(현행 분류는 Asparagaceae) — 원문 그대로 두었다. 원문에 'Hosta | Hosta plataginea'(393행)가 따로 실려 있는데 학명 철자가 plataginea 로 이 행(plantaginea)과 **원문 안에서 어긋난다** — 고치지 않았다(S-008 F-008-014 와 같은 어긋남). ★ 개와 고양이의 위험도가 다르다 — 고양이에서 급성 신부전을 일으키는 진성 백합(Lilium 속)·원추리(Hemerocallis 속)는 이 개 목록에 아예 없고, 이 행은 이름만 Lily 인 별개 식물이다. 종 혼동이 실제 위험이므로 두 목록을 함께 볼 것."
F-019-014,S-019,ASPCA,toxicity_plant,dog,알로에(알로에 베라),Aloe vera,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Aloe 항목 (스냅샷 27행),2026-07-31,,ohb,"★ 골든셋 대응 필수 항목. 고양이 쪽 이전 판(15행)에서 누락돼 '코퍼스에 없다'로 오판될 뻔했다. 원문 과명이 Liliaceae 로 적혀 있는데, 같은 알로에인 F-019-015(Barbados Aloe)는 Aloaceae 로 **원문 안에서 과명이 갈린다** — 고치지 않고 원문대로 두었다. 원문에는 학명 없이 과명만 Aloaceae 로 적힌 'Medicine Plant'(517행)도 있는데 원문이 학명을 밝히지 않아 별도 행으로 만들지 않았다."
F-019-015,S-019,ASPCA,toxicity_plant,dog,바베이도스 알로에,Aloe barbadensis,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Barbados Aloe 항목 (스냅샷 67행),2026-07-31,,ohb,"원문이 Aloe vera(27행)와 별개 항목·별개 학명·별개 과명(Aloaceae)으로 싣고 있어 행을 나눴다. 두 학명은 실제로는 같은 종의 이명으로 취급되는 경우가 많으나, 원문이 구분해 두었으므로 병합하지 않았다 — '알로에' 질의에 두 행이 함께 걸려야 한다."
F-019-016,S-019,ASPCA,toxicity_plant,dog,디펜바키아(덤케인),Dieffenbachia,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Dieffenbachia 항목 (스냅샷 235행),2026-07-31,,ohb,"원문 과명 Araceae. 원문 학명 칸이 속명 'Dieffenbachia' 한 단어뿐이다 — 그대로 옮겼다. 같은 표기가 Dumbcane(247행)으로 한 번 더, 종 단위로 Dieffenbachia amoena 가 Charming Dieffenbachia(161행)·Exotica(277행)·Giant Dumb Cane(331행), Dieffenbachia picta 가 Gold Dieffenbachia(341행)로 실려 있으나 대표 1행으로 묶었다(D-34)."
F-019-017,S-019,ASPCA,toxicity_plant,dog,스킨답서스(골든 포토스),Epipremnum aureum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Golden Pothos 항목 (스냅샷 347행),2026-07-31,,ohb,"원문 과명 Araceae. 같은 학명이 Devils Ivy(233행)·Ivy Arum(423행)으로 두 번 더 실려 있어 한 행으로 묶었다. 원문에는 별개 학명의 Satin Pothos(Scindapsus pictus, 693행)와 Marble Queen(Scindapsus aureus, 503행)도 있으나 60행 범위에 넣지 않았다."
F-019-018,S-019,ASPCA,toxicity_plant,dog,몬스테라,Monstera deliciosa,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Ceriman 항목 (스냅샷 155행),2026-07-31,,ohb,원문 과명 Araceae. 같은 학명이 Cutleaf Philodendron(213행)·Hurricane Plant(395행)·Mexican Breadfruit(521행)·Mother-in-Law(543행)로 네 번 더 실려 있어 한 행으로 묶었다. 원문 표제어가 'Monstera'가 아니라 'Ceriman'이라 한국어 통용명(몬스테라)으로 적었다. 543행 'Mother-in-Law'는 칼랑코에(F-019-040)·산세베리아(F-019-021)의 이명과 겹쳐 이름 검색이 섞인다.
F-019-019,S-019,ASPCA,toxicity_plant,dog,필로덴드론,Philodendron spp,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Philodendron Pertusum 항목 (스냅샷 611행),2026-07-31,,ohb,원문 과명 Araceae. 속 단위 항목이다. 원문에 Philodendron bipennifolium 계열(Fiddle-Leaf 291행·Horsehead 387행·Panda Plant 589행·Red Emerald 659행·Red Princess 661행·Saddle Leaf 689행)과 Philodendron selloum(449행)·Philodendron oxycardium(201행)이 종 단위로 더 실려 있으나 D-34 에 따라 대표 행으로 묶었다.
F-019-020,S-019,ASPCA,toxicity_plant,dog,하트리프 필로덴드론,Philodendron hederaceum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Heartleaf Philodendron 항목 (스냅샷 371행),2026-07-31,,ohb,원문 과명 Araceae. 국내 실내 재배가 가장 흔한 필로덴드론이라 속 대표 행(F-019-019)과 별도로 남겼다.
F-019-021,S-019,ASPCA,toxicity_plant,dog,산세베리아,Sansevieria trifasciata,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Mother-in-Law's Tongue 항목 (스냅샷 547행),2026-07-31,,ohb,★ 원문 과명 Agavaceae. 같은 학명이 'Golden Birds Nest'(345행)로 한 번 더 실려 있다. 개 목록은 두 항목 모두 이명에 'Snake Plant'를 달고 있어 스네이크플랜트 질의가 걸린다 — 고양이 목록 S-008 은 절단 때문에 이 이름이 없었다(F-008-022 note).
F-019-022,S-019,ASPCA,toxicity_plant,dog,아이비(잉글리시 아이비),Hedera helix,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — English Ivy 항목 (스냅샷 265행),2026-07-31,,ohb,원문 과명 Araliaceae. 같은 학명이 Branching Ivy(113행)·California Ivy(137행)·Glacier Ivy(335행)·Hahn's Self Branching English Ivy(365행)·Needlepoint Ivy(559행)로 다섯 번 더 실려 있어 한 행으로 묶었다.
F-019-023,S-019,ASPCA,toxicity_plant,dog,아스파라거스 고사리,Asparagus densiflorus cv sprengeri,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Asparagus Fern 항목 (스냅샷 55행),2026-07-31,,ohb,"원문 과명 Liliaceae. 같은 학명이 Lace Fern(447행)·Plumosa Fern(629행)·Racemose asparagus(653행)·Shatavari(705행)로 네 번 더, 변종명 없는 Asparagus densiflorus 가 Emerald Feather(261행)로 한 번 더 실려 있어 한 행으로 묶었다."
F-019-024,S-019,ASPCA,toxicity_plant,dog,드라세나,Dracaena spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Dracaena 항목 (스냅샷 245행),2026-07-31,,ohb,원문 과명 Agavaceae. 속 단위 항목이다. 같은 학명이 'Ribbon Plant'(671행)로 한 번 더 실려 있다. 원문에 Dracaena surculosa(Florida Beauty 305행·Gold Dust Dracaena 343행)·Dracaena reflexa(Malaysian Dracaena 497행)도 있으나 대표 행으로 묶었다.
F-019-025,S-019,ASPCA,toxicity_plant,dog,행운목(드라세나 프라그란스),Dracaena fragrans,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Corn Plant 항목 (스냅샷 203행),2026-07-31,,ohb,★ 같은 학명이 'Cornstalk Plant'(205행)로 바로 다음 줄에 또 나오는데 과명이 Asparagaceae(203행) / Agavaceae(205행)로 **원문 안에서 어긋난다** — 고치지 않고 첫 항목(203행)의 값을 기준으로 삼았다. 고양이 목록 S-008 도 같은 어긋남이 있다(F-008-026).
F-019-026,S-019,ASPCA,toxicity_plant,dog,드라세나 마지나타,Dracaena marginata,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Madagascar Dragon Tree 항목 (스냅샷 493행),2026-07-31,,ohb,★ 같은 학명이 'Red-Marginated Dracaena'(663행)로 한 번 더 나오는데 과명이 Asparagaceae(493행) / Agavaceae(663행)로 **원문 안에서 어긋난다** — 원문 그대로 두었다.
F-019-027,S-019,ASPCA,toxicity_plant,dog,안스리움,Anthurium scherzeranum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Flamingo Flower 항목 (스냅샷 301행),2026-07-31,,ohb,원문 과명 Araceae. 같은 학명이 Oilcloth Flower(569행)·Painter's Pallette(585행)·Pigtail Plant(619행)로 세 번 더 실려 있어 한 행으로 묶었다. 원문 표제어에 'Anthurium'은 없어 한국어 통용명으로 적었다.
F-019-028,S-019,ASPCA,toxicity_plant,dog,칼라디움,Caladium hortulanum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Caladium 항목 (스냅샷 133행),2026-07-31,,ohb,"원문 과명 Araceae. 같은 학명이 'Elephant Ears (Caladium hortulanum)'(255행)로 한 번 더 실려 있다. 원문이 '코끼리 귀'라는 이름을 Colocasia esculenta(257행, F-019-029)와 **나눠 쓰고 있으므로** 두 행을 구분해야 한다."
F-019-029,S-019,ASPCA,toxicity_plant,dog,토란(콜로카시아),Colocasia esculenta,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Elephant Ears (Colocasia esculenta) 항목 (스냅샷 257행),2026-07-31,,ohb,원문 과명 Araceae. 같은 학명이 'Malanga'(495행)로 한 번 더 실려 있다. F-019-028(Caladium)과 영문 통용명 'Elephant Ears'가 겹치므로 원문이 괄호로 학명을 붙여 구분했다 — 그 구분을 그대로 옮겼다.
F-019-030,S-019,ASPCA,toxicity_plant,dog,알로카시아,Alocasia spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Alocasia 항목 (스냅샷 25행),2026-07-31,,ohb,"원문 과명 Araceae. 원문 이명이 'Elephant's Ear'로, F-019-028·029 와 이름이 또 겹친다 — 학명으로 구분할 것."
F-019-031,S-019,ASPCA,toxicity_plant,dog,아글라오네마,Aglaonema modestum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Chinese Evergreen 항목 (스냅샷 167행),2026-07-31,,ohb,원문 과명 Araceae. 원문 표제어는 'Chinese Evergreen'이며 'Aglaonema'라는 표기는 없다 — 국내 유통명으로 적었다.
F-019-032,S-019,ASPCA,toxicity_plant,dog,싱고니움,Syngonium podophyllum,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Arrow-Head Vine 항목 (스냅샷 49행),2026-07-31,,ohb,원문 과명 Araceae. 같은 학명이 Green Gold Naphthysis(359행)·Nephthytis(561행)로 두 번 더 실려 있어 한 행으로 묶었다. 원문 표제어에 'Syngonium'은 없어 국내 유통명으로 적었다.
F-019-033,S-019,ASPCA,toxicity_plant,dog,염자(제이드 플랜트),Crassula argentea,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Jade Plant 항목 (스냅샷 427행),2026-07-31,,ohb,원문 과명 Crassulaceae. 원문에 별개 학명의 'Chinese Jade | Crassula arborescens'(169행)가 따로 있다.
F-019-034,S-019,ASPCA,toxicity_plant,dog,쉐플레라(홍콩야자),Schefflera,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Schefflera 항목 (스냅샷 697행),2026-07-31,,ohb,"원문 과명 Araliaceae. 원문 학명 칸이 속명 'Schefflera' 한 단어뿐이다 — 그대로 옮겼다. 관련 항목으로 Australian Ivy Palm(Brassaia actinophylla, 57행)과 Octopus Tree(Schefflera or Brassia actinoplylla, 567행)가 있는데 567행 학명은 'Schefflera or Brassia actinoplylla'라는 서술형·오타형 표기라 인용하지 않았다."
F-019-035,S-019,ASPCA,toxicity_plant,dog,벤자민 고무나무,Ficus benjamina,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Fig 항목 (스냅샷 293행),2026-07-31,,ohb,원문 과명 Moraceae. 같은 학명이 'Indian Rubber Plant'(415행)로 한 번 더 실려 있다. 원문 표제어 'Fig'는 식용 무화과(Ficus carica)가 아니라 관엽수인 Ficus benjamina 를 가리킨다 — 학명으로 확인할 것.
F-019-036,S-019,ASPCA,toxicity_plant,dog,베고니아,Begonia spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Begonia 항목 (스냅샷 79행),2026-07-31,,ohb,"원문 과명 Begoniaceae. 속 단위 항목이며 원문이 이명 칸에 'Over 1,000 species and 10,000 hybrids'라고 적어 두었다. 종 단위로 Begonia scharfii(259행)·masoniana(421행, 과명 칸이 비어 있다)·cleopatra(501행)·metallica(519행)·rex 'peace'(597행)·semperflorens cultivar(621행)·rex(665행)가 더 있으나 대표 1행으로 묶었다(D-34). 고양이 목록 S-008 60행에는 없던 항목이다."
F-019-037,S-019,ASPCA,toxicity_plant,dog,포인세티아,Euphorbia pulcherrima,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Poinsettia 항목 (스냅샷 633행),2026-07-31,,ohb,원문 과명 Euphorbiaceae. 원문은 다른 항목과 똑같이 'Toxic to Dogs' 표기만 하고 독성 강도를 구분하지 않는다 — 위험도 비교는 이 자료로 할 수 없다.
F-019-038,S-019,ASPCA,toxicity_plant,dog,아마릴리스,Amaryllis spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Amaryllis 항목 (스냅샷 29행),2026-07-31,,ohb,★ 원문 과명 Amaryllidaceae. 같은 학명이 'Naked Lady'(551행)로 한 번 더 실려 있다. 국내에서 '아마릴리스'로 파는 구근은 대개 Hippeastrum 속(F-019-012)이라 학명이 다르다 — 두 행을 함께 봐야 한다.
F-019-039,S-019,ASPCA,toxicity_plant,dog,시클라멘,Cyclamen spp,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Cyclamen 항목 (스냅샷 217행),2026-07-31,,ohb,원문 과명 Primulaceae.
F-019-040,S-019,ASPCA,toxicity_plant,dog,칼랑코에,Kalanchoe spp,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Kalanchoe 항목 (스냅샷 439행),2026-07-31,,ohb,원문 과명 Crassulaceae. 원문에 Kalanchoe tubiflora 가 Chandelier Plant(159행)·Devil's Backbone(231행)·Mother of Millions(541행)·Mother-In-Law Plant(545행)로 네 번 실려 있으나 학명이 달라 별도 행으로 만들지 않았다(D-34).
F-019-041,S-019,ASPCA,toxicity_plant,dog,히아신스,Hyacinthus orientalis,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Hyacinth 항목 (스냅샷 397행),2026-07-31,,ohb,원문 과명 Liliaceae. 같은 학명이 'Garden Hyacinth'(319행)로 한 번 더 실려 있다. ★ 같은 구근 화훼인 튤립(Tulip)은 스냅샷이 'Showy Daisy'에서 잘려 원문에 없다 — 넣지 않았다.
F-019-042,S-019,ASPCA,toxicity_plant,dog,수선화,Narcissus spp,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Daffodil 항목 (스냅샷 219행),2026-07-31,,ohb,"원문 과명 Amaryllidaceae. 같은 학명이 Narcissus(555행)·Paper White(591행)로 두 번 더, 근연종 Narcissus jonquilla 가 Jonquil(435행)로 실려 있다."
F-019-043,S-019,ASPCA,toxicity_plant,dog,국화,Chrysanthemum spp.,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Chrysanthemum 항목 (스냅샷 177행),2026-07-31,,ohb,"원문 과명 Compositae. 같은 학명이 'Mum'(549행)으로, 속명 표기가 다른 Chrysanthemum species 가 'Daisy'(223행)로 실려 있어 한 행으로 묶었다."
F-019-044,S-019,ASPCA,toxicity_plant,dog,카네이션,Dianthus caryophyllus,,,,,,,,,,,,,,,독성 식물 목록 (Toxic to Dogs) — Carnation 항목 (스냅샷 151행),2026-07-31,,ohb,"원문 과명 Caryophyllaceae. 같은 학명이 'Pinks'(623행)로, 속 단위 Dianthus spp. 가 'Eastern Star'(253행)로 실려 있다."
